L,N,nmax,W,U_for_chi,nearest_U,chi_U,q_eff2
8,4,5,14.0,2.0,2.0,0.0029839304522523147,1.4181818181818182
8,4,5,15.0,2.0,2.0,-0.005950636084958022,1.4181818181818182
8,5,2,0.1,2.0,2.0,0.02473018074397898,0.5347593582887701
8,5,2,0.25,2.0,2.0,0.026956263029462912,0.5347593582887701
8,5,2,0.5,2.0,2.0,0.027615238505030004,0.5347593582887701
8,5,2,0.75,2.0,2.0,0.02841037157446996,0.5347593582887701
8,5,2,1.0,2.0,2.0,0.029308162182871966,0.5347593582887701
8,5,2,2.0,2.0,2.0,0.03376805894517204,0.5347593582887701
8,5,2,3.0,2.0,2.0,0.03197124447683203,0.5347593582887701
8,5,2,4.0,2.0,2.0,0.029575349760828984,0.5347593582887701
8,5,2,5.0,2.0,2.0,0.01873966476266503,0.5347593582887701
8,5,2,6.0,2.0,2.0,0.018471146439975994,0.5347593582887701
8,5,2,7.0,2.0,2.0,0.009545374698988973,0.5347593582887701
8,5,2,8.0,2.0,2.0,0.008099550366271024,0.5347593582887701
8,5,2,9.0,2.0,2.0,-0.0004077778987390257,0.5347593582887701
8,5,2,10.0,2.0,2.0,0.001190684738082537,0.5347593582887701
8,5,2,11.0,2.0,2.0,0.003781705101456506,0.5347593582887701
8,5,2,12.0,2.0,2.0,0.0008380675604499066,0.5347593582887701
8,5,2,13.0,2.0,2.0,-0.0005762271318453249,0.5347593582887701
8,5,2,14.0,2.0,2.0,0.0038677277084120942,0.5347593582887701
8,5,2,15.0,2.0,2.0,0.006529678933357319,0.5347593582887701
8,5,3,0.1,2.0,2.0,0.058181665572300034,1.2598425196850396
8,5,3,0.25,2.0,2.0,0.061246561675223965,1.2598425196850396
8,5,3,0.5,2.0,2.0,0.063548624170494,1.2598425196850396
8,5,3,0.75,2.0,2.0,0.06613280893438106,1.2598425196850396
8,5,3,1.0,2.0,2.0,0.06909579283907996,1.2598425196850396
8,5,3,2.0,2.0,2.0,0.07743127573106667,1.2598425196850396
8,5,3,3.0,2.0,2.0,0.07902258916623334,1.2598425196850396
8,5,3,4.0,2.0,2.0,0.06738684945574003,1.2598425196850396
8,5,3,5.0,2.0,2.0,0.051640209035653306,1.2598425196850396
8,5,3,6.0,2.0,2.0,0.03497343997967339,1.2598425196850396
8,5,3,7.0,2.0,2.0,0.04165908344488006,1.2598425196850396
8,5,3,8.0,2.0,2.0,0.01816541294736998,1.2598425196850396
8,5,3,9.0,2.0,2.0,0.01893837845644336,1.2598425196850396
8,5,3,10.0,2.0,2.0,0.00959884549315998,1.2598425196850396
8,5,3,11.0,2.0,2.0,0.014076512622370002,1.2598425196850396
8,5,3,12.0,2.0,2.0,0.009304822524823286,1.2598425196850396
8,5,3,13.0,2.0,2.0,0.005990107561839986,1.2598425196850396
8,5,3,14.0,2.0,2.0,0.0021879430719466963,1.2598425196850396
8,5,3,15.0,2.0,2.0,-0.0009827901238606551,1.2598425196850396
8,5,4,0.1,2.0,2.0,0.060843322613086004,1.838297872340425
8,5,4,0.25,2.0,2.0,0.064215700198131,1.838297872340425
8,5,4,0.5,2.0,2.0,0.06715946720486404,1.838297872340425
8,5,4,0.75,2.0,2.0,0.07054250177009697,1.838297872340425
8,5,4,1.0,2.0,2.0,0.07461705100087324,1.838297872340425
8,5,4,2.0,2.0,2.0,0.08872450042927332,1.838297872340425
8,5,4,3.0,2.0,2.0,0.09182902899901668,1.838297872340425
8,5,4,4.0,2.0,2.0,0.08327359164607334,1.838297872340425
8,5,4,5.0,2.0,2.0,0.06966707517721005,1.838297872340425
8,5,4,6.0,2.0,2.0,0.03765855104790672,1.838297872340425
8,5,4,7.0,2.0,2.0,0.03115104743885333,1.838297872340425
8,5,4,8.0,2.0,2.0,0.024383118126209996,1.838297872340425
8,5,4,9.0,2.0,2.0,0.011751102979286665,1.838297872340425
8,5,4,10.0,2.0,2.0,0.022186048891643356,1.838297872340425
8,5,4,11.0,2.0,2.0,0.008503763364896721,1.838297872340425
8,5,4,12.0,2.0,2.0,0.011389917699373364,1.838297872340425
8,5,4,13.0,2.0,2.0,0.01818810377115998,1.838297872340425
8,5,4,14.0,2.0,2.0,0.004476958374410311,1.838297872340425
8,5,4,15.0,2.0,2.0,0.005307500496832679,1.838297872340425
8,5,5,0.1,2.0,2.0,0.06135321032413399,2.0363636363636366
8,5,5,0.25,2.0,2.0,0.06473185483778798,2.0363636363636366
8,5,5,0.5,2.0,2.0,0.06749472834568404,2.0363636363636366
8,5,5,0.75,2.0,2.0,0.07104220806744099,2.0363636363636366
8,5,5,1.0,2.0,2.0,0.07478748897072995,2.0363636363636366
8,5,5,2.0,2.0,2.0,0.08963921191671004,2.0363636363636366
8,5,5,3.0,2.0,2.0,0.09006145007258992,2.0363636363636366
8,5,5,4.0,2.0,2.0,0.07773772847013,2.0363636363636366
8,5,5,5.0,2.0,2.0,0.07198442913827668,2.0363636363636366
8,5,5,6.0,2.0,2.0,0.04294552193062992,2.0363636363636366
8,5,5,7.0,2.0,2.0,0.03089427625110336,2.0363636363636366
8,5,5,8.0,2.0,2.0,0.030411783437393314,2.0363636363636366
8,5,5,9.0,2.0,2.0,0.03662791752639666,2.0363636363636366
8,5,5,10.0,2.0,2.0,0.012977671282826675,2.0363636363636366
8,5,5,11.0,2.0,2.0,0.014860825298103342,2.0363636363636366
8,5,5,12.0,2.0,2.0,0.011517024781876689,2.0363636363636366
8,5,5,13.0,2.0,2.0,0.008150236179576636,2.0363636363636366
8,5,5,14.0,2.0,2.0,-0.0019360717094889512,2.0363636363636366
8,5,5,15.0,2.0,2.0,0.0071953322132026765,2.0363636363636366
8,6,2,0.1,2.0,2.0,0.023497890072360028,0.5247813411078718
8,6,2,0.25,2.0,2.0,0.02310798025523897,0.5247813411078718
8,6,2,0.5,2.0,2.0,0.022563837388832053,0.5247813411078718
8,6,2,0.75,2.0,2.0,0.0223044678433581,0.5247813411078718
8,6,2,1.0,2.0,2.0,0.022629451651569987,0.5247813411078718
8,6,2,2.0,2.0,2.0,0.026798309856612967,0.5247813411078718
8,6,2,3.0,2.0,2.0,0.028082288113904064,0.5247813411078718
8,6,2,4.0,2.0,2.0,0.02504526763434406,0.5247813411078718
8,6,2,5.0,2.0,2.0,0.017528753245754036,0.5247813411078718
8,6,2,6.0,2.0,2.0,0.013208209494802947,0.5247813411078718
8,6,2,7.0,2.0,2.0,0.007518235547326002,0.5247813411078718
8,6,2,8.0,2.0,2.0,0.007109298396937996,0.5247813411078718
8,6,2,9.0,2.0,2.0,-0.003323778577988018,0.5247813411078718
8,6,2,10.0,2.0,2.0,-0.0019986442335579724,0.5247813411078718
8,6,2,11.0,2.0,2.0,0.0019993015899699984,0.5247813411078718
8,6,2,12.0,2.0,2.0,7.787244616300204e-05,0.5247813411078718
8,6,2,13.0,2.0,2.0,0.0062861779480800906,0.5247813411078718
8,6,2,14.0,2.0,2.0,-0.0007693425338675675,0.5247813411078718
8,6,2,15.0,2.0,2.0,0.0014527610103821087,0.5247813411078718
8,6,3,0.1,2.0,2.0,0.057429030900179034,1.3290653008962867
8,6,3,0.25,2.0,2.0,0.05900341226348599,1.3290653008962867
8,6,3,0.5,2.0,2.0,0.06151182111027298,1.3290653008962867
8,6,3,0.75,2.0,2.0,0.06263418223570705,1.3290653008962867
8,6,3,1.0,2.0,2.0,0.06408767330535675,1.3290653008962867
8,6,3,2.0,2.0,2.0,0.07446143687158996,1.3290653008962867
8,6,3,3.0,2.0,2.0,0.07489471359999672,1.3290653008962867
8,6,3,4.0,2.0,2.0,0.06815896342623334,1.3290653008962867
8,6,3,5.0,2.0,2.0,0.058860926729853325,1.3290653008962867
8,6,3,6.0,2.0,2.0,0.0445089534118267,1.3290653008962867
8,6,3,7.0,2.0,2.0,0.03790695961463664,1.3290653008962867
8,6,3,8.0,2.0,2.0,0.02139897844996,1.3290653008962867
8,6,3,9.0,2.0,2.0,0.01785414824927331,1.3290653008962867
8,6,3,10.0,2.0,2.0,0.01084612371351995,1.3290653008962867
8,6,3,11.0,2.0,2.0,0.013238372376280005,1.3290653008962867
8,6,3,12.0,2.0,2.0,0.02332466297240335,1.3290653008962867
8,6,3,13.0,2.0,2.0,0.009763078641517348,1.3290653008962867
8,6,3,14.0,2.0,2.0,0.012105785706893302,1.3290653008962867
8,6,3,15.0,2.0,2.0,0.008392083226963665,1.3290653008962867
8,6,4,0.1,2.0,2.0,0.06948085326689102,2.1113445378151257
8,6,4,0.25,2.0,2.0,0.07152859771080994,2.1113445378151257
8,6,4,0.5,2.0,2.0,0.07419243196697106,2.1113445378151257
8,6,4,0.75,2.0,2.0,0.07590210469616104,2.1113445378151257
8,6,4,1.0,2.0,2.0,0.07801366359155992,2.1113445378151257
8,6,4,2.0,2.0,2.0,0.09311057334971667,2.1113445378151257
8,6,4,3.0,2.0,2.0,0.10128193015575665,2.1113445378151257
8,6,4,4.0,2.0,2.0,0.08672436385263665,2.1113445378151257
8,6,4,5.0,2.0,2.0,0.0851345960630634,2.1113445378151257
8,6,4,6.0,2.0,2.0,0.07105666614751344,2.1113445378151257
8,6,4,7.0,2.0,2.0,0.04163853167040005,2.1113445378151257
8,6,4,8.0,2.0,2.0,0.04491160013969003,2.1113445378151257
8,6,4,9.0,2.0,2.0,0.028248213360289987,2.1113445378151257
8,6,4,10.0,2.0,2.0,0.015826915685813375,2.1113445378151257
8,6,4,11.0,2.0,2.0,0.030181398480819993,2.1113445378151257
8,6,4,12.0,2.0,2.0,0.014251251976836632,2.1113445378151257
8,6,4,13.0,2.0,2.0,0.024129970020253355,2.1113445378151257
8,6,4,14.0,2.0,2.0,0.012263635377813331,2.1113445378151257
8,6,4,15.0,2.0,2.0,0.013933838887460331,2.1113445378151257
8,6,5,0.1,2.0,2.0,0.07083396735526998,2.592964824120603
8,6,5,0.25,2.0,2.0,0.07314735746652501,2.592964824120603
8,6,5,0.5,2.0,2.0,0.07559644158037093,2.592964824120603
8,6,5,0.75,2.0,2.0,0.07767127257504497,2.592964824120603
8,6,5,1.0,2.0,2.0,0.08056021616980669,2.592964824120603
8,6,5,2.0,2.0,2.0,0.09760177616286336,2.592964824120603
8,6,5,3.0,2.0,2.0,0.10440430113100657,2.592964824120603
8,6,5,4.0,2.0,2.0,0.09234189321217667,2.592964824120603
8,6,5,5.0,2.0,2.0,0.08132597582246998,2.592964824120603
8,6,5,6.0,2.0,2.0,0.07083049774573,2.592964824120603
8,6,5,7.0,2.0,2.0,0.07115760182625003,2.592964824120603
8,6,5,8.0,2.0,2.0,0.04733379781131333,2.592964824120603
8,6,5,9.0,2.0,2.0,0.030051381623456636,2.592964824120603
8,6,5,10.0,2.0,2.0,0.033264559811070016,2.592964824120603
8,6,5,11.0,2.0,2.0,0.023078119066236663,2.592964824120603
8,6,5,12.0,2.0,2.0,0.018431054977463335,2.592964824120603
8,6,5,13.0,2.0,2.0,0.019307780968676636,2.592964824120603
8,6,5,14.0,2.0,2.0,0.017079096325073012,2.592964824120603
8,6,5,15.0,2.0,2.0,0.013577006752333393,2.592964824120603
8,7,2,0.1,2.0,2.0,0.020813322879667973,0.5014925373134328
8,7,2,0.25,2.0,2.0,0.01985655798175101,0.5014925373134328
8,7,2,0.5,2.0,2.0,0.01890926464857401,0.5014925373134328
8,7,2,0.75,2.0,2.0,0.018887676189560998,0.5014925373134328
8,7,2,1.0,2.0,2.0,0.01926933935456604,0.5014925373134328
8,7,2,2.0,2.0,2.0,0.021824609989206933,0.5014925373134328
8,7,2,3.0,2.0,2.0,0.022741333698139965,0.5014925373134328
8,7,2,4.0,2.0,2.0,0.020394532937599963,0.5014925373134328
8,7,2,5.0,2.0,2.0,0.012194317110574948,0.5014925373134328
8,7,2,6.0,2.0,2.0,0.011394527339529947,0.5014925373134328
8,7,2,7.0,2.0,2.0,0.004249707873754116,0.5014925373134328
8,7,2,8.0,2.0,2.0,0.005064392603900014,0.5014925373134328
8,7,2,9.0,2.0,2.0,-0.0029937469018240237,0.5014925373134328
8,7,2,10.0,2.0,2.0,0.003396792548548022,0.5014925373134328
8,7,2,11.0,2.0,2.0,-0.003311595702791964,0.5014925373134328
8,7,2,12.0,2.0,2.0,-5.639854414102308e-05,0.5014925373134328
8,7,2,13.0,2.0,2.0,-0.004010314985314983,0.5014925373134328
8,7,2,14.0,2.0,2.0,0.004884498878653998,0.5014925373134328
8,7,2,15.0,2.0,2.0,0.0011011700809908653,0.5014925373134328
8,7,3,0.1,2.0,2.0,0.05003208426194905,1.3541858325666973
8,7,3,0.25,2.0,2.0,0.04868596373688305,1.3541858325666973
8,7,3,0.5,2.0,2.0,0.04778472744168405,1.3541858325666973
8,7,3,0.75,2.0,2.0,0.047913116496016095,1.3541858325666973
8,7,3,1.0,2.0,2.0,0.04887597433768992,1.3541858325666973
8,7,3,2.0,2.0,2.0,0.056412829577909995,1.3541858325666973
8,7,3,3.0,2.0,2.0,0.06549466239815,1.3541858325666973
8,7,3,4.0,2.0,2.0,0.06479691348591332,1.3541858325666973
8,7,3,5.0,2.0,2.0,0.0556656805180899,1.3541858325666973
8,7,3,6.0,2.0,2.0,0.05113062212440672,1.3541858325666973
8,7,3,7.0,2.0,2.0,0.03278916806627996,1.3541858325666973
8,7,3,8.0,2.0,2.0,0.03140201289763336,1.3541858325666973
8,7,3,9.0,2.0,2.0,0.01683820413142001,1.3541858325666973
8,7,3,10.0,2.0,2.0,0.016087841829713345,1.3541858325666973
8,7,3,11.0,2.0,2.0,0.01778299034228001,1.3541858325666973
8,7,3,12.0,2.0,2.0,0.010466363582319976,1.3541858325666973
8,7,3,13.0,2.0,2.0,0.00461139451414333,1.3541858325666973
8,7,3,14.0,2.0,2.0,0.014092748841049968,1.3541858325666973
8,7,3,15.0,2.0,2.0,0.008695658668480682,1.3541858325666973
8,7,4,0.1,2.0,2.0,0.069843344435567,2.279329608938548
8,7,4,0.25,2.0,2.0,0.071320651912825,2.279329608938548
8,7,4,0.5,2.0,2.0,0.07270646202959302,2.279329608938548
8,7,4,0.75,2.0,2.0,0.07469902851741606,2.279329608938548
8,7,4,1.0,2.0,2.0,0.07736918734648329,2.279329608938548
8,7,4,2.0,2.0,2.0,0.09240128536277997,2.279329608938548
8,7,4,3.0,2.0,2.0,0.10091201457887322,2.279329608938548
8,7,4,4.0,2.0,2.0,0.09131787439599998,2.279329608938548
8,7,4,5.0,2.0,2.0,0.08370605939588671,2.279329608938548
8,7,4,6.0,2.0,2.0,0.06483764524653335,2.279329608938548
8,7,4,7.0,2.0,2.0,0.044229844145303315,2.279329608938548
8,7,4,8.0,2.0,2.0,0.040750755084759976,2.279329608938548
8,7,4,9.0,2.0,2.0,0.04436144720282331,2.279329608938548
8,7,4,10.0,2.0,2.0,0.02600226517470669,2.279329608938548
8,7,4,11.0,2.0,2.0,0.025837477126383346,2.279329608938548
8,7,4,12.0,2.0,2.0,0.011685462224079957,2.279329608938548
8,7,4,13.0,2.0,2.0,0.019417871246180024,2.279329608938548
8,7,4,14.0,2.0,2.0,0.012761333277973325,2.279329608938548
8,7,4,15.0,2.0,2.0,0.003504239858658359,2.279329608938548
8,7,5,0.1,2.0,2.0,0.07909846916513202,3.023931274289221
8,7,5,0.25,2.0,2.0,0.08135107829274896,3.023931274289221
8,7,5,0.5,2.0,2.0,0.08401316822113503,3.023931274289221
8,7,5,0.75,2.0,2.0,0.08720266047937603,3.023931274289221
8,7,5,1.0,2.0,2.0,0.09116206974797669,3.023931274289221
8,7,5,2.0,2.0,2.0,0.1067652913362599,3.023931274289221
8,7,5,3.0,2.0,2.0,0.11708974667458999,3.023931274289221
8,7,5,4.0,2.0,2.0,0.11232939895814997,3.023931274289221
8,7,5,5.0,2.0,2.0,0.09091680386889334,3.023931274289221
8,7,5,6.0,2.0,2.0,0.08773166578783995,3.023931274289221
8,7,5,7.0,2.0,2.0,0.0663103296541534,3.023931274289221
8,7,5,8.0,2.0,2.0,0.04979603294098997,3.023931274289221
8,7,5,9.0,2.0,2.0,0.04176635712691332,3.023931274289221
8,7,5,10.0,2.0,2.0,0.044198153823543335,3.023931274289221
8,7,5,11.0,2.0,2.0,0.027311214916803328,3.023931274289221
8,7,5,12.0,2.0,2.0,0.018177851170196657,3.023931274289221
8,7,5,13.0,2.0,2.0,0.013728773304453351,3.023931274289221
8,7,5,14.0,2.0,2.0,0.016907752848176305,3.023931274289221
8,7,5,15.0,2.0,2.0,0.01794632716044331,3.023931274289221
8,8,2,0.1,2.0,2.0,0.01848428904970406,0.47236180904522607
8,8,2,0.25,2.0,2.0,0.017594897287310007,0.47236180904522607
8,8,2,0.5,2.0,2.0,0.016655241531946086,0.47236180904522607
8,8,2,0.75,2.0,2.0,0.016349002404180024,0.47236180904522607
8,8,2,1.0,2.0,2.0,0.01656099601240907,0.47236180904522607
8,8,2,2.0,2.0,2.0,0.018480882077953953,0.47236180904522607
8,8,2,3.0,2.0,2.0,0.018413686397336038,0.47236180904522607
8,8,2,4.0,2.0,2.0,0.017041640339987008,0.47236180904522607
8,8,2,5.0,2.0,2.0,0.01258627243464594,0.47236180904522607
8,8,2,6.0,2.0,2.0,0.006757869393606009,0.47236180904522607
8,8,2,7.0,2.0,2.0,0.0009242122076099646,0.47236180904522607
8,8,2,8.0,2.0,2.0,-0.0007662737862490498,0.47236180904522607
8,8,2,9.0,2.0,2.0,-0.00014409157274700157,0.47236180904522607
8,8,2,10.0,2.0,2.0,-0.00020269322814200907,0.47236180904522607
8,8,2,11.0,2.0,2.0,6.65219029289954e-05,0.47236180904522607
8,8,2,12.0,2.0,2.0,-0.001766271421223986,0.47236180904522607
8,8,2,13.0,2.0,2.0,0.0008713384394209711,0.47236180904522607
8,8,2,14.0,2.0,2.0,-0.0010194852449161018,0.47236180904522607
8,8,2,15.0,2.0,2.0,0.0023986250213355875,0.47236180904522607
8,8,3,0.1,2.0,2.0,0.0402115195498729,1.3495934959349591
8,8,3,0.25,2.0,2.0,0.03957089944318798,1.3495934959349591
8,8,3,0.5,2.0,2.0,0.039649514382786966,1.3495934959349591
8,8,3,0.75,2.0,2.0,0.039712396087760005,1.3495934959349591
8,8,3,1.0,2.0,2.0,0.04037235735093336,1.3495934959349591
8,8,3,2.0,2.0,2.0,0.04648538202482999,1.3495934959349591
8,8,3,3.0,2.0,2.0,0.05275172024333663,1.3495934959349591
8,8,3,4.0,2.0,2.0,0.05613401407160007,1.3495934959349591
8,8,3,5.0,2.0,2.0,0.04431873969733341,1.3495934959349591
8,8,3,6.0,2.0,2.0,0.03466439325674342,1.3495934959349591
8,8,3,7.0,2.0,2.0,0.017981721239813342,1.3495934959349591
8,8,3,8.0,2.0,2.0,0.022038021713076672,1.3495934959349591
8,8,3,9.0,2.0,2.0,0.019361597155643367,1.3495934959349591
8,8,3,10.0,2.0,2.0,0.01679681337825001,1.3495934959349591
8,8,3,11.0,2.0,2.0,0.007873972964609982,1.3495934959349591
8,8,3,12.0,2.0,2.0,0.0016126181657833416,1.3495934959349591
8,8,3,13.0,2.0,2.0,0.004879610278250013,1.3495934959349591
8,8,3,14.0,2.0,2.0,0.0016184365554566538,1.3495934959349591
8,8,3,15.0,2.0,2.0,0.012667879651703656,1.3495934959349591
8,8,4,0.1,2.0,2.0,0.07280626824413206,2.3828877005347597
8,8,4,0.25,2.0,2.0,0.07420193272306996,2.3828877005347597
8,8,4,0.5,2.0,2.0,0.07682482317338302,2.3828877005347597
8,8,4,0.75,2.0,2.0,0.07931802239982605,2.3828877005347597
8,8,4,1.0,2.0,2.0,0.0824356116906268,2.3828877005347597
8,8,4,2.0,2.0,2.0,0.09244974183888655,2.3828877005347597
8,8,4,3.0,2.0,2.0,0.1006262804228934,2.3828877005347597
8,8,4,4.0,2.0,2.0,0.10217936155834006,2.3828877005347597
8,8,4,5.0,2.0,2.0,0.08588158077721997,2.3828877005347597
8,8,4,6.0,2.0,2.0,0.07449203869550336,2.3828877005347597
8,8,4,7.0,2.0,2.0,0.07222843731437995,2.3828877005347597
8,8,4,8.0,2.0,2.0,0.048799308479186704,2.3828877005347597
8,8,4,9.0,2.0,2.0,0.037836697502766664,2.3828877005347597
8,8,4,10.0,2.0,2.0,0.02160154120823668,2.3828877005347597
8,8,4,11.0,2.0,2.0,0.029168147045363302,2.3828877005347597
8,8,4,12.0,2.0,2.0,0.013350849108826668,2.3828877005347597
8,8,4,13.0,2.0,2.0,0.011166718326909963,2.3828877005347597
8,8,4,14.0,2.0,2.0,0.01909205646950002,2.3828877005347597
8,8,4,15.0,2.0,2.0,0.012944822067659983,2.3828877005347597
